,journalName
2357892,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
1762871,Proceedings of the 2021 ACM/IEEE International Conference on Human-Robot Interaction
583224,J. Syst. Softw.
650200,2020 35th IEEE/ACM International Conference on Automated Software Engineering (ASE)
1664574,GetMobile Mob. Comput. Commun.
943686,Physica A-statistical Mechanics and Its Applications
1893958,PLoS Computational Biology
1140299,2016 IEEE International Conference on Robotics and Automation (ICRA)
1074768,12th International Conference on Automotive User Interfaces and Interactive Vehicular Applications
1336914,International Journal of STEM Education
2418258,Proceedings of the 20th International Conference on Human-Computer Interaction with Mobile Devices and Services
681561,Neural networks : the official journal of the International Neural Network Society
681568,World Wide Web
779878,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct
1861257,2012 9th IEEE International Symposium on Biomedical Imaging (ISBI)
1664654,CHI '11 Extended Abstracts on Human Factors in Computing Systems
2188942,International Journal of Computer-Supported Collaborative Learning
1730193,Multimedia Tools and Applications
1500821,2018 13th IEEE International Conference on Automatic Face & Gesture Recognition (FG 2018)
1697431,Proceedings of the ACM Internet Measurement Conference
1861276,Proceedings of the ACM on Human-Computer Interaction
2647719,Knowledge and Information Systems
386730,2021 IEEE International Conference on Robotics and Automation (ICRA)
1959594,Journal of the American Medical Informatics Association : JAMIA
1173164,Nature
2123434,IEEE Transactions on Learning Technologies
1107656,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems
550602,Journal of Systems Science and Complexity
1337041,2011 IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems
1828561,Knowledge and Information Systems
1205973,ArXiv
2352854,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems
485078,Remote. Sens.
2156248,Proceedings of the 15th International ACM SIGACCESS Conference on Computers and Accessibility
714464,Computer
190177,Proceedings of the 24th International Conference on Intelligent User Interfaces: Companion
2221798,bioRxiv
124664,Proceedings of the 27th ACM International Conference on Information and Knowledge Management
681724,2014 IEEE International Conference on Robotics and Automation (ICRA)
2483973,Wiley interdisciplinary reviews. Cognitive science
2090763,Proceedings of the 23rd ACM international conference on Multimedia
1500940,ArXiv
190235,2014 47th Hawaii International Conference on System Sciences
2549535,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
1926957,Journal of the Association for Information Science and Technology
1894191,Companion Publication of the 2020 ACM Designing Interactive Systems Conference
878386,ArXiv
91963,Int. J. Creative Interfaces Comput. Graph.
780095,CHI '14 Extended Abstracts on Human Factors in Computing Systems
1206081,2014 36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society
1140550,2017 IEEE Intelligent Vehicles Symposium (IV)
649037,Living in the Internet of Things (IoT 2019)
976717,Theor. Comput. Sci.
223057,The New Phytologist
1369937,Current HIV/AIDS Reports
1632083,2018 International Joint Conference on Neural Networks (IJCNN)
1107806,"Proceedings of the First International Conference on Gameful Design, Research, and Applications"
517982,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
1468267,"ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)"
2385774,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems
2287474,Proceedings of the 9th International Symposium on Open Collaboration
419706,"Sensors (Basel, Switzerland)"
1075074,Medical & Biological Engineering & Computing
59265,Proceedings of the Tenth ACM International Conference on Web Search and Data Mining
2516875,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems
2484110,2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)
26514,Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare
944021,2018 IEEE Global Conference on Signal and Information Processing (GlobalSIP)
386971,Displays
944035,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
1304484,Int. J. Hum. Comput. Stud.
2320301,Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems
1471440,IEEE Transactions on Visualization and Computer Graphics
878511,ArXiv
1533892,International journal of biomedical data mining
2451398,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
2484169,Proceedings of the 29th Australian Conference on Computer-Human Interaction
944082,2015 IEEE 23rd International Conference on Network Protocols (ICNP)
1959892,2015 IEEE International Conference on Automation Science and Engineering (CASE)
452581,2019 10th International Conference on Networks of the Future (NoF)
878572,Medical Decision Making
944120,Proceedings of the 2016 ACM International Conference on Interactive Surfaces and Spaces
681976,2019 IEEE 15th International Conference on Automation Science and Engineering (CASE)
1796087,Proceedings of the 28th ACM Conference on Hypertext and Social Media
1992696,IEEE Transactions on Affective Computing
1599488,2019 IEEE International Conference on Software Maintenance and Evolution (ICSME)
714756,Frontiers in Neuroscience
288774,Proceedings of the 5th conference on Innovations in theoretical computer science
2287629,Proceedings of the 2013 conference on Computer supported cooperative work
944148,Int. J. Inf. Commun. Technol. Hum. Dev.
1370142,22nd International Conference on Human-Computer Interaction with Mobile Devices and Services
59427,Proceedings of the ACM on Human-Computer Interaction
550955,Knowledge and Information Systems
1075247,12th International Conference on Automotive User Interfaces and Interactive Vehicular Applications
2549810,ACM Transactions on Accessible Computing (TACCESS)
1894462,PeerJ
190533,IEEE Transactions on Neural Networks and Learning Systems
1861714,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
616546,IEEE Computer Graphics and Applications
190566,Proceedings of the 25th ACM conference on Hypertext and social media
321644,International Journal of Social Robotics
2615412,Proceedings of the 18th International Conference on Mobile and Ubiquitous Multimedia
1730688,Proceedings of the 2015 ACM SIGCHI Conference on Creativity and Cognition
583809,CHI '14 Extended Abstracts on Human Factors in Computing Systems
1599617,Proceedings of the forty-seventh annual ACM symposium on Theory of Computing
1239170,Leonardo
2386065,Proceedings of the 13th EAI International Conference on Pervasive Computing Technologies for Healthcare
2320554,Proceedings of the Association for Information Science and Technology
1370320,Proceedings of the 24th ACM International on Conference on Information and Knowledge Management
813269,"Sensors (Basel, Switzerland)"
2058462,Proceedings of the 18th ACM International Conference on Multimodal Interaction
387293,Data Mining and Knowledge Discovery
878822,Proceedings of the 28th Annual ACM Symposium on User Interface Software & Technology
2549990,ERN: Primary Taxonomy (Topic)
846058,Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering
2386157,Personal and Ubiquitous Computing
1730798,SIGMOD Rec.
256251,APSIPA Transactions on Signal and Information Processing
2320639,Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers
1960193,2017 IEEE 7th International Workshop on Computational Advances in Multi-Sensor Adaptive Processing (CAMSAP)
1173769,International Journal of Computer Assisted Radiology and Surgery
1829129,Neural Computation
1075467,23rd International Conference on Intelligent User Interfaces
452889,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
1010554,2017 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE)
944413,2015 IEEE 27th International Conference on Tools with Artificial Intelligence (ICTAI)
1403169,Medical physics
2418984,Proceedings of the ACM on Human-Computer Interaction
1993004,Brain Informatics
1927472,Proceedings of the 7th ACM SIGCHI Symposium on Engineering Interactive Computing Systems
911668,Proceedings of the 9th International Conference on Communities & Technologies - Transforming Communities
59701,"2013 IEEE International Conference on Systems, Man, and Cybernetics"
518453,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
223551,Proceedings of the 20th International Workshop on Mobile Computing Systems and Applications
1632575,Proceedings of the 25th ACM International on Conference on Information and Knowledge Management
518465,Information processing in medical imaging : proceedings of the ... conference
354626,2017 IEEE International Conference on Computer Vision (ICCV)
26949,Human–Computer Interaction
2615624,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)
584010,Proceedings of the Third (2016) ACM Conference on Learning @ Scale
2582864,ACM Transactions on Interactive Intelligent Systems (TiiS)
32233,Companion of the 2018 ACM/IEEE International Conference on Human-Robot Interaction
977238,Proceedings of the IEEE
2451804,"Companion to the first International Conference on the Art, Science and Engineering of Programming"
1861981,Proceedings of the 9th Augmented Human International Conference
2550124,NeuroImage
977265,2012 15th International Conference on Computer and Information Technology (ICCIT)
387444,IEEE Transactions on Pattern Analysis and Machine Intelligence
1698164,IEEE Pervasive Computing
2091377,Comput. Networks
452983,bioRxiv
1304957,2011 International Conference on Computer Vision
518526,2019 IEEE 60th Annual Symposium on Foundations of Computer Science (FOCS)
354690,SIGGRAPH Asia 2017 Mobile Graphics & Interactive Applications
2174164,Interact. Comput.
977300,Br. J. Educ. Technol.
1042837,Entrepreneurship & Finance eJournal
1567136,World Wide Web
879010,J. Field Robotics
1960361,Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining
2386347,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems
387503,2020 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW)
847834,IEEE Internet Computing
2582971,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
715202,LAK21: 11th International Learning Analytics and Knowledge Conference
589003,Proceedings of the 51st ACM Technical Symposium on Computer Science Education
2353603,J. Artif. Intell. Res.
423614,Proceedings of the Sixteenth ACM Conference on Economics and Computation
2451908,IEEE Transactions on Visualization and Computer Graphics
584143,Proceedings of the 2017 Conference on Interaction Design and Children
2681305,Journal of Magnetic Resonance Imaging
27105,2014 IEEE 15th International Conference on Mobile Data Management
2386406,Gov. Inf. Q.
2091498,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
2550255,Remote. Sens.
2550256,Advanced Robotics
2451956,NPJ Digital Medicine
2353658,Machine Learning
780795,PLoS ONE
1108492,Computer Graphics Forum
1206796,CHI '12 Extended Abstracts on Human Factors in Computing Systems
1108501,Proceedings of the Tenth Annual ACM/IEEE International Conference on Human-Robot Interaction Extended Abstracts
1370648,Proceedings of the 19th International Conference on Human-Computer Interaction with Mobile Devices and Services
1108506,Proceedings of the 2015 ACM on International Conference on Multimodal Interaction
2386465,Conference Companion Publication of the 2019 on Computer Supported Cooperative Work and Social Computing
420385,IEEE Transactions on Knowledge and Data Engineering
2517543,Extended Abstracts of the 2021 CHI Conference on Human Factors in Computing Systems
783540,IEEE Security & Privacy
2452028,2019 8th International Conference on Affective Computing and Intelligent Interaction (ACII)
977474,2013 Conference on Technologies and Applications of Artificial Intelligence
1862215,International Journal of Computer Assisted Radiology and Surgery
1600077,"Sensors (Basel, Switzerland)"
2288207,CHI '13 Extended Abstracts on Human Factors in Computing Systems
1239635,ArXiv
1370717,Computer Graphics Forum
2517606,Proceedings of the 19th International Conference on Human-Computer Interaction with Mobile Devices and Services
92780,2013 IEEE/RSJ International Conference on Intelligent Robots and Systems
977516,Proceedings of the 27th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems
1370744,2020 IEEE International Conference on Robotics and Automation (ICRA)
356476,2018 IEEE International Conference on Robotics and Automation (ICRA)
191099,2015 International Conference on Affective Computing and Intelligent Interaction (ACII)
2419324,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
655073,Proceedings of the 14th ACM Conference on Embedded Network Sensor Systems CD-ROM
256639,2015 IEEE International Conference on Pervasive Computing and Communication Workshops (PerCom Workshops)
1895046,ArXiv
1075850,2018 IEEE International Conference on Robotics and Automation (ICRA)
191115,Proceedings of the 1st ACM SIGCAS Conference on Computing and Sustainable Societies
420492,GeoInformatica
2157196,medRxiv
486037,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems
2583193,Proceedings of the 26th Australian Computer-Human Interaction Conference on Designing Futures: the Future of Design
2091686,Frontiers of Computer Science
584358,Proceedings of the Sixth International Symposium of Chinese CHI
453286,J. Syst. Softw.
1993385,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2484907,2014 IEEE International Conference on Big Data (Big Data)
2452143,IEEE transactions on visualization and computer graphics
1600189,IEEE Transactions on Intelligent Transportation Systems
2353854,IEEE Transactions on Knowledge and Data Engineering
551621,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems
260742,Proceedings of the ACM 2012 conference on Computer Supported Cooperative Work
1665735,2017 IEEE International Conference on Healthcare Informatics (ICHI)
1207004,Proceedings of the Second (2015) ACM Conference on Learning @ Scale
617197,IEEE Robotics & Automation Magazine
1665782,Advanced Intelligent Systems
1960699,Proceedings of the Symposium on Applied Computing
2190081,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
584457,ACM SIGLOG News
453387,Proceedings of the 20th ACM International Conference on Intelligent Virtual Agents
1075988,CHI '14 Extended Abstracts on Human Factors in Computing Systems
260246,Proceedings of the 26th annual ACM symposium on User interface software and technology
2353941,Comput. Educ.
2091801,Physica A: Statistical Mechanics and its Applications
1174300,International Journal of Social Robotics
1141534,Personal and Ubiquitous Computing
158507,Autonomous Robots
617278,2017 IEEE Conference on Communications and Network Security (CNS)
781120,IEEE Transactions on Biomedical Engineering
2157382,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
1567570,Frontiers in Computational Neuroscience
257389,Pattern Recognit.
2452310,Proc. VLDB Endow.
2091862,ACM Transactions on Interactive Intelligent Systems (TiiS)
2157408,Int. J. Hum. Comput. Stud.
2452329,2012 IEEE Virtual Reality Workshops (VRW)
2583407,Comput. Commun.
551795,IEEE Transactions on Visualization and Computer Graphics
1993603,Communications of the ACM
486280,Proceedings of the 3rd International Conference on Applications of Intelligent Systems
322445,Remote. Sens.
1338259,Comput. Hum. Behav.
1076119,Journal of biomedical informatics
256921,2013 International Conference on Social Computing
224152,2013 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT)
60335,2016 49th Hawaii International Conference on System Sciences (HICSS)
1436591,Int. J. Distance Educ. Technol.
1207214,J. Inf. Process. Syst.
289714,Proceedings of the ACM on Human-Computer Interaction
388019,Computers in biology and medicine
715713,Behaviour & Information Technology
2583493,ACM Transactions on Graphics (TOG)
158671,Proceedings of the 2015 Annual Symposium on Computer-Human Interaction in Play
650198,Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining
1567702,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society"
1567712,2013 IEEE 10th International Symposium on Biomedical Imaging
2452450,Proceedings of the 19th International ACM SIGACCESS Conference on Computers and Accessibility
1698792,Proceedings of the ACM on Human-Computer Interaction
814056,International Journal of Social Robotics
2682685,International Journal of Social Robotics
2190325,2019 11th International Conference on Virtual Worlds and Games for Serious Applications (VS-Games)
2681851,Personal and Ubiquitous Computing
846848,the CALICO Journal
289803,Journal of the Association for Information Science and Technology
2124811,GetMobile: Mobile Computing and Communications
1829903,IEEE Transactions on Medical Imaging
1275772,ACM Transactions on Sensor Networks (TOSN)
2124816,International Journal of Production Research
715807,Proceedings of the 12th International Conference on Interaction Design and Children
846880,ArXiv
1567778,Medical Physics
1010734,2015 IEEE International Conference on Robotics and Automation (ICRA)
2192217,Proceedings of the 9th ACM Conference on Recommender Systems
2223159,2015 IEEE/ACM International Symposium on Low Power Electronics and Design (ISLPED)
1993796,2014 IEEE Wireless Communications and Networking Conference (WCNC)
650308,Comput. Educ.
2419787,Proceedings of the companion publication of the 17th ACM conference on Computer supported cooperative work & social computing
814158,Proceedings of the 23rd ACM Symposium on Virtual Reality Software and Technology
1010772,2013 10th IEEE International Conference and Workshops on Automatic Face and Gesture Recognition (FG)
650341,Proceedings of the Annual Meeting of the Australian Special Interest Group for Computer Human Interaction
814185,Journal of Guidance Control and Dynamics
2518126,Extended Abstracts of the 2021 CHI Conference on Human Factors in Computing Systems
289904,Proceedings on Privacy Enhancing Technologies
786341,Proceedings on Privacy Enhancing Technologies
420990,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
1207426,2019 IEEE International Conference on Image Processing (ICIP)
2092166,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
1961097,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
945301,ACM Transactions on Graphics (TOG)
1633439,International Journal of Human–Computer Interaction
2485418,Nature methods
2387115,2013 8th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
847034,PLoS ONE
1830082,ArXiv
2550981,National Bureau of Economic Research
27849,Communications of the ACM
847051,2013 Proceedings IEEE INFOCOM
781530,ACM Transactions on Graphics (TOG)
2321633,2013 IEEE International Conference on Robotics and Automation
1338596,International Journal of Artificial Intelligence in Education
2321639,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
1797353,Proceedings of the ACM on Human-Computer Interaction
847081,"IEEE Transactions on Systems, Man, and Cybernetics: Systems"
1240301,ArXiv
2026742,The World Wide Web Conference
224510,Proceedings of the ACM on Human-Computer Interaction
1764607,Web Intell.
814352,Bioinformatics
2354449,International Journal of Digital Curation
1174805,Human–Computer Interaction
1895701,Proceedings of the 18th International Conference on Supporting Group Work
2551063,Proceedings of the 14th EAI International Conference on Pervasive Computing Technologies for Healthcare
1535253,2013 Proceedings IEEE INFOCOM
1568051,Proceedings of the 25th International Conference on World Wide Web
748857,Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention
2682172,Proceedings of the 19th International Conference on Human-Computer Interaction with Mobile Devices and Services
716102,Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct
748875,ArXiv
2223448,Journal of Physics: Complexity
1109336,2015 International Conference on Affective Computing and Intelligent Interaction (ACII)
2420060,"Proceedings of the 2019 AAAI/ACM Conference on AI, Ethics, and Society"
1568113,2019 16th International Conference on Machine Vision Applications (MVA)
257406,Entertain. Comput.
2256255,Personal and Ubiquitous Computing
423373,Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work & Social Computing
912767,Proceedings of the 9th Asia-Pacific Symposium on Internetware
1011073,CHI '11 Extended Abstracts on Human Factors in Computing Systems
421250,2018 IEEE 38th International Conference on Distributed Computing Systems (ICDCS)
2420099,2013 14th International Workshop on Image Analysis for Multimedia Interactive Services (WIAMIS)
322951,The 34th Annual ACM Symposium on User Interface Software and Technology
683401,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
2026893,2015 International Conference on Networking Systems and Security (NSysS)
1994125,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)"
2161071,2017 IEEE Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
519574,2019 14th IEEE International Conference on Automatic Face & Gesture Recognition (FG 2019)
1797526,Proceedings of the 24th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems
2092441,Proceedings of the 21st ACM Conference on Economics and Computation
93594,"Cyberpsychology, behavior and social networking"
2190758,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing
1011115,IEEE transactions on visualization and computer graphics
1895853,2019 IEEE Winter Conference on Applications of Computer Vision (WACV)
388530,2015 IEEE 12th International Symposium on Biomedical Imaging (ISBI)
486847,Conference Companion Publication of the 2020 on Computer Supported Cooperative Work and Social Computing
556813,Int. J. Child Comput. Interact.
2292771,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems
2584004,CHI '13 Extended Abstracts on Human Factors in Computing Systems
552393,Proceedings of the 2018 ACM Conference on Economics and Computation
1109453,IEEE Computer Graphics and Applications
1338836,Biosensors & bioelectronics
847321,Stat. Anal. Data Min.
2256350,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems
519650,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
2616804,IEEE Pervasive Computing
1240549,Proc. VLDB Endow.
2616814,Proceedings of the ACM on Human-Computer Interaction
290292,Proceedings of the Second (2015) ACM Conference on Learning @ Scale
1633802,2018 16th International Workshop on Acoustic Signal Enhancement (IWAENC)
1175055,Proceedings of the 24th ACM Symposium on Virtual Reality Software and Technology
1928722,IEEE Transactions on Learning Technologies
290327,2015 IEEE International Conference on Automation Science and Engineering (CASE)
1011230,2019 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN)
1207838,Pattern Recognit.
1371684,"Proceedings of the TEI '16: Tenth International Conference on Tangible, Embedded, and Embodied Interaction"
912937,Journal of biomedical informatics
1502761,Proceedings of the 2012 ACM Conference on Ubiquitous Computing
2616898,2018 10th International Conference on Communication Systems & Networks (COMSNETS)
2682465,IEEE Computer Graphics and Applications
585315,2020 15th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
2551402,NBER Working Paper Series
454263,ACM Transactions on Information Systems (TOIS)
1764984,Proceedings of the 14th Web for All Conference on The Future of Accessible Work
28285,Proceedings of the ACM on Human-Computer Interaction
454278,Adjunct Proceedings of the 2021 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2021 ACM International Symposium on Wearable Computers
2256524,International Journal of Computer Vision
159393,2020 IEEE Conference on Games (CoG)
585380,2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
1470125,Comput. Educ. Artif. Intell.
2617005,Proceedings of the ACM on Human-Computer Interaction
1339054,2019 14th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
2420427,CHI '11 Extended Abstracts on Human Factors in Computing Systems
2453216,Proceedings of the 2013 ACM conference on Pervasive and ubiquitous computing adjunct publication
2322152,Extended Abstracts of the 2021 CHI Conference on Human Factors in Computing Systems
356072,IEEE Journal of Biomedical and Health Informatics
290550,Yearbook of medical informatics
1928953,"Proceedings of the 2021 ACM Conference on Fairness, Accountability, and Transparency"
96738,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
1863420,IEEE Transactions on Computational Social Systems
257807,Comput. Hum. Behav.
1863441,"Technology, Knowledge and Learning"
290580,ArXiv
257816,ACM Transactions on Economics and Computation (TEAC)
2354975,Artif. Intell.
2092837,Proceedings of the 2020 ACM Interaction Design and Children Conference: Extended Abstracts
2191152,2014 Sixth International Conference on Communication Systems and Networks (COMSNETS)
323379,J. Artif. Soc. Soc. Simul.
2551606,Future Gener. Comput. Syst.
1797943,Decis. Support Syst.
1568574,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
1931464,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
880445,2013 IEEE International Conference on Multimedia and Expo Workshops (ICMEW)
2518857,2020 15th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
61259,Proceedings of the 37th international ACM SIGIR conference on Research & development in information retrieval
1407361,Proceedings of the 23rd international conference on World wide web
388940,Proceedings of the IEEE
2551639,PRESENCE: Teleoperators and Virtual Environments
454487,NeuroImage
455266,Information processing in medical imaging : proceedings of the ... conference
1765215,Companion of the 2020 ACM/IEEE International Conference on Human-Robot Interaction
159585,2017 6th International Conference on Space Mission Challenges for Information Technology (SMC-IT)
1699708,Journal of the American Medical Informatics Association : JAMIA
1732484,IEEE Transactions on Pattern Analysis and Machine Intelligence
487303,2014 IEEE Conference on Computer Vision and Pattern Recognition
552848,2011 Frontiers in Education Conference (FIE)
1961877,Manag. Sci.
2092953,22nd International Conference on Human-Computer Interaction with Mobile Devices and Services
1077148,2020 IEEE International Symposium on Mixed and Augmented Reality (ISMAR)
2388800,The 31st Annual ACM Symposium on User Interface Software and Technology Adjunct Proceedings
2191270,Computer Supported Cooperative Work and Social Computing
2259281,2017 IEEE 21st International Conference on Computer Supported Cooperative Work in Design (CSCWD)
1798063,Journal of Medical Devices-transactions of The Asme
2617284,Complex.
1667015,Comput. Environ. Urban Syst.
2518986,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
2388460,Proceedings of the 2015 Annual Symposium on Computing for Development
2093036,Proceedings of the 21st ACM Conference on Economics and Computation
1535981,Human Heredity
2520393,International Journal of Computer Assisted Radiology and Surgery
1438621,IEEE Transactions on Medical Imaging
2617339,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)
2355198,Proceedings of the 19th International Conference on Human-Computer Interaction with Mobile Devices and Services
225278,International journal of medical informatics
2551808,AI & SOCIETY
1306630,CCF Trans. Pervasive Comput. Interact.
356360,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
2060307,Information Systems Frontiers
2093077,2013 IEEE 10th International Symposium on Biomedical Imaging
520220,Knowledge and Information Systems
555886,ACM Trans. Inf. Syst.
847902,2017 International Conference on Rehabilitation Robotics (ICORR)
520245,Proceedings of the 2012 ACM Conference on Ubiquitous Computing
913469,Science and Engineering Ethics
2322502,Gerontology and Geriatric Medicine
225353,Big data
1079806,Interactions
2256981,IEEE Transactions on Information Forensics and Security
2027609,Computational Intelligence and Neuroscience
225376,Autom.
2551907,IEEE Robotics and Automation Letters
785987,2015 IEEE International Conference on Robotics and Automation (ICRA)
61541,Proceedings of the 16th International Conference on emerging Networking EXperiments and Technologies
2292993,Proceedings of the 2018 Conference of the ACM Special Interest Group on Data Communication
1831020,Proceedings of the 2020 ACM Designing Interactive Systems Conference
61566,2017 IEEE International Conference on Computer Vision (ICCV)
815250,Digit. Signal Process.
749718,International Journal of Human–Computer Interaction
2420890,IEEE Transactions on Automation Science and Engineering
1503393,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
356520,Applied Energy
618665,ACM Transactions on Accessible Computing (TACCESS)
258220,Proceedings of The International Symposium on Pervasive Displays
749744,IEEE Transactions on Biomedical Engineering
1962161,Proceedings of the 2013 ACM conference on Pervasive and ubiquitous computing adjunct publication
716979,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
1306804,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
356539,Proceedings of the 2014 conference on Interaction design and children
159954,IEEE Security & Privacy
585955,"Proceedings of the Fifteenth International Conference on Tangible, Embedded, and Embodied Interaction"
161055,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
94443,Inf. Technol. People
2257131,Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems
1994997,2019 41st Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)
258298,IEEE Transactions on Affective Computing
1044731,Neural Computation
2322686,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems
1306890,IEEE Robotics & Automation Magazine
1732881,CoDesign
2257180,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems
454951,IEEE Transactions on Services Computing
1077546,Computer vision - ECCV ... : ... European Conference on Computer Vision : proceedings. European Conference on Computer Vision
1601845,Proceedings of the 16th International Conference on Mobile and Ubiquitous Multimedia
1175868,2012 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining
2191680,Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility
2093382,Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct Publication
979274,2013 IEEE 10th International Symposium on Biomedical Imaging
225611,2017 IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)
389461,2018 IEEE International Conference on Communications (ICC)
1995099,Proceedings of the 29th Annual Symposium on User Interface Software and Technology
520542,Proceedings of the 2020 ACM Designing Interactive Systems Conference
422246,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
29039,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management
2093426,Interactions
717173,2016 IEEE/ACM 38th International Conference on Software Engineering Companion (ICSE-C)
1241469,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019)
717186,Proceedings of the 9th ACM Multimedia Systems Conference
1569162,Image Vis. Comput.
1798539,Int. J. Hum. Comput. Stud.
2027932,2016 49th Hawaii International Conference on System Sciences (HICSS)
2421147,Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering
2027972,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems
586192,Proceedings of the 12th Chinese Conference on Computer Supported Cooperative Work and Social Computing
1831379,2020 15th IEEE International Conference on Automatic Face and Gesture Recognition (FG 2020)
